IWB
Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,136.410004,138.070007,133.979996,135.300003,133.313690,1149500
2020-04-02,134.580002,138.679993,134.369995,138.100006,136.072586,2266200
2020-04-03,137.610001,138.800003,134.389999,135.960007,133.964005,1372000
2020-04-06,141.279999,146.250000,140.740005,145.300003,143.166885,1970200
2020-04-07,150.630005,150.850006,145.330002,145.470001,143.334412,1438000
2020-04-08,147.220001,151.240005,145.750000,150.639999,148.428482,1628300
2020-04-09,152.690002,154.619995,151.500000,152.960007,150.714432,1390200
2020-04-13,152.330002,152.690002,149.139999,151.350006,149.128067,1483100
2020-04-14,154.479996,156.490005,153.979996,156.070007,153.778763,1179600
2020-04-15,153.190002,153.550003,151.339996,152.669998,150.428680,1995000
2020-04-16,153.440002,153.800003,151.509995,153.320007,151.069153,752500
2020-04-17,156.860001,157.960007,155.309998,157.679993,155.365128,742500
2020-04-20,155.389999,157.419998,154.699997,154.850006,152.576675,1170600
2020-04-21,152.429993,152.990005,149.600006,150.190002,147.985092,1345100
2020-04-22,153.229996,154.369995,152.339996,153.419998,151.167679,538700
2020-04-23,154.350006,156.149994,153.380005,153.610001,151.354889,1107500
2020-04-24,154.589996,156.059998,153.240005,155.779999,153.493011,947500
2020-04-27,156.919998,158.800003,156.630005,158.199997,155.877502,874800
2020-04-28,160.550003,160.580002,157.399994,157.630005,155.315872,1207700
2020-04-29,160.779999,162.800003,160.270004,161.830002,159.454208,610100
2020-04-30,161.039993,161.320007,159.350006,160.210007,157.857986,1714200
2020-05-01,157.419998,157.639999,155.110001,155.869995,153.581696,553600
2020-05-04,154.770004,156.500000,153.839996,156.479996,154.182755,642500
2020-05-05,158.199997,159.559998,157.610001,157.929993,155.611450,822800
2020-05-06,158.889999,159.149994,156.839996,156.860001,154.557159,791700
2020-05-07,158.970001,160.089996,158.690002,158.919998,156.586929,737300
2020-05-08,160.860001,161.990005,160.279999,161.759995,159.385223,1316600
2020-05-11,160.529999,162.619995,160.259995,161.889999,159.513321,891200
2020-05-12,162.559998,162.740005,158.339996,158.339996,156.015427,1271000
2020-05-13,158.190002,158.610001,153.970001,155.419998,153.138321,677300
2020-05-14,153.869995,157.440002,152.399994,157.440002,155.128677,1078300
2020-05-15,155.929993,158.139999,155.350006,158.139999,155.818375,431300
2020-05-18,161.979996,164.000000,161.949997,162.960007,160.567642,1417000
2020-05-19,162.830002,163.830002,161.429993,161.429993,159.060059,608500
2020-05-20,163.800003,164.779999,163.490005,164.229996,161.818970,537500
2020-05-21,164.179993,164.720001,162.509995,163.130005,160.735138,264300
2020-05-22,163.350006,163.720001,162.410004,163.539993,161.139099,1214400
2020-05-26,167.270004,167.339996,165.550003,165.839996,163.405334,905100
2020-05-27,167.570007,168.289993,164.429993,168.289993,165.819382,738800
2020-05-28,168.990005,170.020004,167.460007,167.800003,165.336578,677600
2020-05-29,167.490005,169.000000,166.139999,168.470001,165.996719,2404300
2020-06-01,168.490005,169.940002,168.080002,169.529999,167.041168,458400
2020-06-02,170.220001,170.929993,169.339996,170.929993,168.420609,1613500
2020-06-03,172.250000,173.940002,172.070007,173.360001,170.814926,704000
2020-06-04,172.970001,173.809998,171.619995,172.880005,170.341995,625800
2020-06-05,176.250000,178.429993,176.240005,177.309998,174.706940,945500
2020-06-08,178.070007,179.759995,177.619995,179.750000,177.111130,1901100
2020-06-09,177.869995,178.990005,177.309998,178.059998,175.445923,1046500
2020-06-10,178.539993,178.919998,176.550003,176.979996,174.381790,1106000
2020-06-11,172.229996,173.009995,166.380005,166.639999,164.193604,675800
2020-06-12,170.880005,171.559998,165.550003,168.750000,166.272614,918100
2020-06-15,164.699997,170.529999,163.990005,169.979996,168.082169,2002900
2020-06-16,174.789993,174.990005,170.369995,173.199997,171.266220,1795100
2020-06-17,173.869995,173.940002,172.080002,172.369995,170.445496,602500
2020-06-18,171.500000,172.869995,171.100006,172.539993,170.613586,449000
2020-06-19,174.789993,174.789993,170.860001,171.660004,169.743439,594100
2020-06-22,171.330002,172.940002,170.619995,172.809998,170.880585,449900
2020-06-23,174.429993,174.779999,173.179993,173.369995,171.434341,451400
2020-06-24,172.229996,172.550003,167.789993,168.869995,166.984573,1115000
2020-06-25,168.559998,170.919998,167.369995,170.750000,168.843582,716700
2020-06-26,170.179993,170.250000,166.580002,166.779999,164.917908,1601100
2020-06-29,167.589996,169.149994,166.119995,169.149994,167.261444,761600
2020-06-30,169.039993,172.429993,168.960007,171.679993,169.763199,1416000
2020-07-01,172.199997,173.429993,171.880005,172.789993,170.860794,988100
2020-07-02,174.929993,175.660004,173.320007,173.740005,171.800217,606200
2020-07-06,176.179993,176.610001,175.589996,176.360001,174.390945,502500
2020-07-07,175.550003,176.750000,174.440002,174.639999,172.690155,1519400
2020-07-08,175.100006,176.139999,174.210007,176.029999,174.064636,475500
2020-07-09,176.470001,176.610001,173.029999,175.220001,173.263687,654600
2020-07-10,175.020004,177.080002,174.259995,177.009995,175.033691,545300
2020-07-13,178.429993,179.789993,174.750000,175.009995,173.056015,1571900
2020-07-14,174.380005,177.490005,173.429993,177.380005,175.399567,607700
2020-07-15,179.479996,179.679993,177.580002,179.119995,177.120117,445700
2020-07-16,178.059998,178.809998,177.570007,178.470001,176.477402,475600
2020-07-17,179.179993,179.589996,178.020004,179.169998,177.169571,345900
2020-07-20,179.089996,181.139999,178.669998,180.830002,178.811035,467800
2020-07-21,182.149994,182.160004,180.509995,180.979996,178.959366,811300
2020-07-22,180.800003,182.289993,180.800003,182.149994,180.116302,379700
2020-07-23,181.850006,182.449997,179.050003,179.869995,177.861740,473600
2020-07-24,179.029999,179.350006,177.779999,178.600006,176.605942,376800
2020-07-27,179.070007,180.220001,178.639999,180.190002,178.178192,470900
2020-07-28,179.559998,180.330002,178.729996,178.949997,176.952026,393100
2020-07-29,179.440002,181.589996,179.440002,181.320007,179.295578,501300
2020-07-30,179.369995,180.929993,178.279999,180.679993,178.662704,359600
2020-07-31,181.839996,181.889999,179.070007,181.869995,179.839432,874000
2020-08-03,182.979996,183.820007,182.630005,183.440002,181.391907,863800
2020-08-04,183.000000,184.020004,182.729996,184.000000,181.945648,513000
2020-08-05,184.970001,185.410004,184.779999,185.229996,183.161911,300700
2020-08-06,184.970001,186.389999,184.770004,186.360001,184.279312,671900
2020-08-07,185.729996,186.460007,184.970001,186.279999,184.200195,355600
2020-08-10,186.630005,186.830002,185.350006,186.669998,184.585846,444200
2020-08-11,187.470001,187.800003,184.820007,185.199997,183.132233,433400
2020-08-12,186.809998,188.160004,186.779999,187.610001,185.515350,933700
2020-08-13,187.259995,188.389999,187.009995,187.600006,185.505463,454400
2020-08-14,187.279999,187.839996,186.940002,187.500000,185.406570,388500
2020-08-17,188.059998,188.490005,187.949997,188.369995,186.266846,413200
2020-08-18,188.570007,189.020004,187.639999,188.759995,186.652496,404400
2020-08-19,189.020004,189.250000,187.600006,187.979996,185.881210,886800
2020-08-20,186.789993,188.899994,186.589996,188.529999,186.425064,521100
2020-08-21,188.529999,189.300003,188.300003,189.089996,186.978821,328400
2020-08-24,190.660004,190.940002,189.850006,190.910004,188.778503,393000
2020-08-25,191.309998,191.619995,190.580002,191.570007,189.431122,608600
2020-08-26,191.960007,193.740005,191.740005,193.520004,191.359360,568500
2020-08-27,194.119995,194.990005,193.080002,193.970001,191.804337,434100
2020-08-28,194.860001,195.440002,194.089996,195.259995,193.079926,343000
2020-08-31,195.460007,195.990005,194.649994,195.149994,192.971161,1074000
2020-09-01,195.479996,196.910004,194.990005,196.789993,194.592850,470900
2020-09-02,198.000000,199.869995,196.929993,199.440002,197.213272,820600
2020-09-03,198.229996,198.300003,190.830002,192.399994,190.251862,1150200
2020-09-04,192.830002,193.600006,186.190002,190.559998,188.432419,2830800
2020-09-08,187.210007,187.889999,185.070007,185.160004,183.092697,710800
2020-09-09,187.779999,190.289993,187.240005,188.880005,186.771179,440100
2020-09-10,190.199997,190.619995,185.300003,185.869995,183.794769,466800
2020-09-11,187.080002,187.429993,184.119995,185.779999,183.705780,723000
2020-09-14,187.889999,189.429993,187.729996,188.690002,186.583298,322400
2020-09-15,190.300003,190.710007,189.100006,189.710007,187.591904,413100
2020-09-16,190.559998,191.380005,188.899994,188.990005,186.879929,368100
2020-09-17,186.089996,188.229996,185.669998,187.320007,185.228607,359300
2020-09-18,188.029999,188.199997,183.809998,185.369995,183.300354,1103300
2020-09-21,182.690002,183.509995,180.369995,183.470001,181.421555,551700
2020-09-22,184.500000,185.559998,182.809998,185.250000,183.181702,343300
2020-09-23,184.820007,184.910004,179.839996,180.059998,178.787949,377300
2020-09-24,179.339996,182.380005,178.289993,180.460007,179.185120,1630300
2020-09-25,180.149994,184.000000,179.660004,183.589996,182.293015,743700
2020-09-28,186.089996,187.020004,185.600006,186.750000,185.430695,603600
2020-09-29,186.580002,186.970001,185.360001,185.770004,184.457611,539700
2020-09-30,186.000000,188.929993,186.000000,187.149994,185.827850,676700
2020-10-01,188.479996,189.190002,187.449997,188.509995,187.178253,552400
2020-10-02,185.470001,188.029999,184.979996,186.940002,185.619354,499700
2020-10-05,188.210007,190.350006,188.210007,190.270004,188.925827,463400
2020-10-06,190.419998,191.699997,187.429993,187.699997,186.373962,473500
2020-10-07,189.449997,191.449997,189.449997,190.929993,189.581146,255800
2020-10-08,192.279999,192.710007,191.690002,192.589996,191.229416,498900
2020-10-09,193.759995,194.690002,193.369995,194.320007,192.947220,457000
2020-10-12,195.839996,198.199997,195.630005,197.309998,195.916092,443100
2020-10-13,197.320007,197.320007,195.800003,196.339996,194.952927,316300
2020-10-14,196.580002,197.270004,194.679993,195.160004,193.781265,291800
2020-10-15,192.690002,195.139999,192.289993,194.839996,193.463531,1817700
2020-10-16,195.580002,196.589996,194.610001,194.610001,193.235153,561500
2020-10-19,195.339996,195.880005,191.429993,191.800003,190.445007,357400
2020-10-20,192.809998,194.369995,192.190002,192.440002,191.080490,262600
2020-10-21,192.550003,193.649994,191.850006,191.850006,190.494675,430600
2020-10-22,192.250000,193.440002,190.889999,193.169998,191.805328,431300
2020-10-23,193.820007,193.820007,192.270004,193.809998,192.440811,669800
2020-10-26,191.740005,192.270004,188.100006,190.149994,188.806656,742100
2020-10-27,190.479996,190.649994,189.509995,189.520004,188.181122,1046600
2020-10-28,186.110001,186.500000,182.919998,183.190002,181.895844,962000
2020-10-29,183.389999,186.809998,182.520004,185.119995,183.812195,880200
2020-10-30,183.970001,184.820007,180.779999,182.850006,181.558243,905000
2020-11-02,184.850006,186.029999,183.149994,184.929993,183.623535,1068100
2020-11-03,186.899994,189.309998,186.490005,188.179993,186.850586,527500
2020-11-04,190.750000,194.850006,190.300003,192.559998,191.199646,408700
2020-11-05,195.820007,197.289993,195.500000,196.490005,195.101883,377900
2020-11-06,196.300003,197.089996,195.130005,196.520004,195.131683,684200
2020-11-09,202.869995,203.789993,198.300003,198.500000,197.097672,711400
2020-11-10,197.929993,198.580002,196.000000,198.080002,196.680649,438500
2020-11-11,199.550003,200.050003,198.740005,199.619995,198.209763,323200
2020-11-12,199.199997,199.559998,196.759995,197.750000,196.352966,536200
2020-11-13,199.080002,200.779999,198.619995,200.339996,198.924667,444200
2020-11-16,202.360001,202.800003,201.259995,202.789993,201.357361,552100
2020-11-17,201.710007,202.880005,200.880005,202.149994,200.721878,659400
2020-11-18,202.429993,202.880005,200.039993,200.039993,198.626801,688200
2020-11-19,199.660004,201.320007,199.070007,201.070007,199.649521,883200
2020-11-20,201.100006,201.169998,199.910004,200.009995,198.597000,413500
2020-11-23,201.110001,201.919998,199.990005,201.360001,199.937469,593900
2020-11-24,203.009995,204.820007,202.369995,204.449997,203.005646,1054100
2020-11-25,204.399994,204.690002,203.539993,204.399994,202.955994,592400
2020-11-27,205.110001,205.490005,204.690002,205.110001,203.660980,256800
2020-11-30,205.009995,205.070007,202.500000,204.229996,202.787186,1404500
2020-12-01,206.320007,207.169998,205.809998,206.240005,204.783005,654800
2020-12-02,205.520004,206.690002,205.039993,206.539993,205.080872,446500
2020-12-03,206.690002,207.690002,206.350006,206.789993,205.329102,694200
2020-12-04,207.330002,208.750000,207.240005,208.710007,207.235565,459500
2020-12-07,208.369995,208.830002,207.929993,208.649994,207.175980,488400
2020-12-08,207.970001,209.649994,207.759995,209.220001,207.741959,742100
2020-12-09,209.740005,209.789993,206.500000,207.080002,205.617065,1685900
2020-12-10,206.149994,207.919998,205.750000,207.500000,206.034103,464000
2020-12-11,206.500000,207.289993,205.380005,207.199997,205.736221,533300
2020-12-14,207.860001,208.399994,205.580002,205.580002,204.908920,871800
2020-12-15,207.119995,208.449997,206.440002,208.360001,207.679855,914400
2020-12-16,208.580002,209.250000,208.020004,208.669998,207.988831,855900
2020-12-17,209.750000,210.270004,209.440002,210.270004,209.583618,469900
2020-12-18,210.539993,210.720001,208.289993,209.639999,208.955673,833300
2020-12-21,207.350006,209.449997,205.710007,209.009995,208.327728,547100
2020-12-22,209.399994,209.490005,208.190002,209.050003,208.367599,447300
2020-12-23,209.710007,210.229996,209.020004,209.050003,208.367599,441100
2020-12-24,209.600006,209.850006,208.990005,209.750000,209.065308,602600
2020-12-28,211.190002,211.360001,210.759995,210.979996,210.291290,554200
2020-12-29,212.089996,212.130005,210.100006,210.470001,209.782959,570500
2020-12-30,211.130005,211.520004,210.729996,210.899994,210.211548,585000
2020-12-31,210.850006,212.160004,210.419998,211.839996,211.148483,1234300
2021-01-04,212.759995,212.990005,206.710007,208.889999,208.208115,888800
2021-01-05,208.559998,211.029999,208.559998,210.529999,209.842758,379400
2021-01-06,209.389999,213.770004,209.380005,211.889999,211.198318,1145000
2021-01-07,213.339996,215.610001,213.309998,215.130005,214.427750,580800
2021-01-08,216.169998,216.490005,214.039993,216.419998,215.713531,424600
2021-01-11,214.500000,216.110001,214.309998,215.039993,214.338043,1431100
2021-01-12,215.279999,215.820007,214.039993,215.309998,214.607162,665000
2021-01-13,215.369995,216.429993,214.779999,215.820007,215.115509,715000
2021-01-14,216.429993,216.710007,215.000000,215.139999,214.437714,347600
2021-01-15,214.360001,214.789993,212.470001,213.600006,212.902756,694500
2021-01-19,215.100006,215.570007,214.350006,215.229996,214.527420,447600
2021-01-20,216.660004,218.610001,216.399994,218.169998,217.457825,448000
2021-01-21,218.589996,218.639999,217.740005,218.139999,217.427917,507700
2021-01-22,217.149994,218.149994,216.869995,217.619995,216.909622,595700
2021-01-25,218.190002,218.610001,214.929993,218.300003,217.587402,670900
2021-01-26,218.809998,219.089996,217.509995,217.550003,216.839859,304500
2021-01-27,215.580002,215.580002,210.869995,212.179993,211.487366,592200
2021-01-28,213.330002,216.500000,213.270004,214.110001,213.411087,645000
2021-01-29,213.169998,213.649994,209.080002,210.169998,209.483932,1747200
2021-02-01,212.289993,214.169998,211.020004,213.539993,212.842926,573200
2021-02-02,215.600006,217.660004,215.600006,216.860001,216.152100,674900
2021-02-03,217.449997,217.919998,216.240005,217.020004,216.311584,407100
2021-02-04,217.550003,219.500000,217.529999,219.429993,218.713699,332000
2021-02-05,220.779999,220.899994,219.830002,220.630005,219.909805,593000
2021-02-08,221.509995,222.350006,221.169998,222.279999,221.554413,517600
2021-02-09,221.919998,222.690002,221.740005,222.360001,221.634155,594900
2021-02-10,223.259995,223.490005,220.809998,222.279999,221.554413,441700
2021-02-11,223.050003,223.320007,221.309998,222.919998,222.192322,329700
2021-02-12,222.429993,224.160004,222.380005,224.020004,223.288727,262200
2021-02-16,224.669998,224.949997,223.259995,223.690002,222.959808,845700
2021-02-17,222.570007,223.630005,221.729996,223.470001,222.740524,564600
2021-02-18,221.960007,222.949997,220.800003,222.399994,221.674011,354000
2021-02-19,223.380005,223.679993,222.210007,222.479996,221.753754,2684500
2021-02-22,220.860001,221.949997,220.169998,220.259995,219.541000,869000
2021-02-23,218.809998,221.190002,215.740005,220.330002,219.610779,1217800
2021-02-24,219.839996,222.889999,218.970001,222.639999,221.913239,350000
2021-02-25,221.919998,222.720001,216.179993,217.130005,216.421219,700100
2021-02-26,218.190002,219.020004,214.720001,216.250000,215.544098,1330900
2021-03-01,219.339996,222.259995,219.210007,221.539993,220.816818,366500
2021-03-02,221.809998,221.830002,219.550003,219.669998,218.952927,421900
2021-03-03,219.449997,219.679993,216.360001,216.360001,215.653732,607900
2021-03-04,216.240005,217.550003,210.500000,213.270004,212.573822,967200
2021-03-05,215.600006,217.690002,210.500000,217.089996,216.381348,801400
2021-03-08,217.589996,219.380005,215.809998,215.929993,215.225128,375800
2021-03-09,218.570007,220.820007,218.210007,219.309998,218.594101,508100
2021-03-10,220.800003,221.600006,219.919998,220.470001,219.750320,398500
2021-03-11,222.369995,224.279999,222.000000,223.270004,222.541183,517900
2021-03-12,222.220001,223.589996,221.740005,223.509995,222.780396,610300
2021-03-15,223.800003,225.199997,222.500000,225.059998,224.325333,578500
2021-03-16,225.449997,225.800003,223.979996,224.529999,223.797058,782500
2021-03-17,223.479996,225.800003,222.910004,225.240005,224.504745,545600
2021-03-18,223.610001,224.789993,221.270004,221.669998,220.946396,630300
2021-03-19,221.570007,222.539993,219.949997,221.559998,220.836761,2323600
2021-03-22,221.639999,223.970001,221.639999,223.070007,222.341843,878000
2021-03-23,222.690002,223.399994,220.619995,221.160004,220.438065,684000
2021-03-24,222.089996,222.860001,219.649994,219.649994,218.932983,823900
2021-03-25,217.899994,220.690002,216.770004,220.220001,220.220001,348500
2021-03-26,220.899994,223.779999,220.419998,223.660004,223.660004,1208700
2021-03-29,222.970001,223.820007,221.660004,223.250000,223.250000,735500
2021-03-30,222.589996,223.169998,221.759995,222.929993,222.929993,323300
2021-03-31,223.449997,224.960007,223.330002,223.830002,223.830002,1599300
2021-04-01,225.220001,226.580002,225.199997,226.479996,226.479996,1992700
2021-04-05,228.270004,229.750000,228.160004,229.470001,229.470001,1552800
2021-04-06,229.389999,230.279999,229.110001,229.550003,229.550003,625000
2021-04-07,229.500000,230.000000,229.089996,229.600006,229.600006,357400
2021-04-08,230.500000,230.929993,229.949997,230.860001,230.860001,294900
2021-04-09,230.779999,232.570007,230.779999,232.570007,232.570007,481800
2021-04-12,232.250000,232.789993,231.779999,232.570007,232.570007,528500
2021-04-13,232.570007,233.919998,232.550003,233.539993,233.539993,424300
2021-04-14,233.500000,234.279999,232.429993,232.779999,232.779999,694400
2021-04-15,234.259995,235.449997,233.750000,235.399994,235.399994,833800
2021-04-16,236.039993,236.350006,235.169998,236.039993,236.039993,721800
2021-04-19,235.529999,235.710007,233.889999,234.669998,234.669998,669000
2021-04-20,234.119995,234.470001,231.970001,232.800003,232.800003,584800
2021-04-21,232.479996,235.259995,232.350006,235.210007,235.210007,740300
2021-04-22,235.149994,235.850006,232.610001,233.259995,233.259995,409500
2021-04-23,233.649994,236.660004,233.589996,235.820007,235.820007,217400
2021-04-26,236.339996,236.910004,236.139999,236.500000,236.500000,609200
2021-04-27,236.669998,236.850006,235.839996,236.570007,236.570007,257700
2021-04-28,236.539993,237.229996,236.110001,236.240005,236.240005,651200
2021-04-29,237.919998,238.050003,235.550003,237.550003,237.550003,672200
2021-04-30,236.149994,236.740005,235.410004,235.779999,235.779999,1297900
2021-05-03,237.240005,237.240005,235.979996,236.309998,236.309998,351600
2021-05-04,235.089996,235.190002,232.339996,234.490005,234.490005,532100
2021-05-05,235.630005,235.630005,234.130005,234.380005,234.380005,394200
2021-05-06,234.619995,235.979996,232.970001,235.899994,235.899994,383200
2021-05-07,236.589996,238.160004,236.210007,237.710007,237.710007,358700
2021-05-10,237.830002,237.929993,235.259995,235.320007,235.320007,445900
2021-05-11,232.339996,233.839996,230.919998,233.300003,233.300003,502600
2021-05-12,231.720001,232.369995,227.889999,228.160004,228.160004,970100
2021-05-13,229.089996,231.899994,229.089996,230.839996,230.839996,490959
