,BasePrice.gz,BasePrice.md5,FullCB.gz,FullCB.md5,FullEquities.gz,FullEquities.md5,Master.gz,Master.md5,FullEquities.bBddd491,FullEquities.2AaDe274,FullEquities.9BddB87d,FullEquities.c235B05b,FullEquities.B9236f3A,021.1.pcap.gz,032.1.pcap.gz,051.1.pcap.gz,052.1.pcap.gz,053.1.pcap.gz,054.1.pcap.gz,055.1.pcap.gz,056.1.pcap.gz,057.1.pcap.gz,058.1.pcap.gz,059.1.pcap.gz,060.1.pcap.gz,061.1.pcap.gz,062.1.pcap.gz,063.1.pcap.gz,064.1.pcap.gz,065.1.pcap.gz,066.1.pcap.gz,067.1.pcap.gz,068.1.pcap.gz,090.1.pcap.gz,021.2.pcap.gz,032.2.pcap.gz,051.2.pcap.gz,052.2.pcap.gz,053.2.pcap.gz,054.2.pcap.gz,055.2.pcap.gz,056.2.pcap.gz,057.2.pcap.gz,058.2.pcap.gz,059.2.pcap.gz,060.2.pcap.gz,061.2.pcap.gz,062.2.pcap.gz,063.2.pcap.gz,064.2.pcap.gz,065.2.pcap.gz,066.2.pcap.gz,067.2.pcap.gz,068.2.pcap.gz,090.2.pcap.gz
2010/02/25,-1.6440904914928431,0.0,-0.39173901074426526,0.0,-1.4334592881506996,0.0,-1.6629432619675082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/02/26,-1.6403824763452266,0.0,-0.25431794993677864,0.0,-1.4670622247144482,0.0,-1.662336166607333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/01,-1.6680380893212006,0.0,-0.4834904379967186,0.0,-1.4908688849522276,0.0,-1.6604642892467931,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/02,-1.6498842651609942,0.0,0.5198676330727232,0.0,-1.4689820857538896,0.0,-1.6584406380462091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/03,-1.6399189744517746,0.0,-0.11782424944966252,0.0,-1.446537990016761,0.0,-1.6556581176454064,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/04,-1.648030257587186,0.0,0.24875785052491992,0.0,-1.4456434062810857,0.0,-1.6539380141249103,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/05,-1.6439359908616926,0.0,-0.05798088655365882,0.0,-1.4247721768636172,0.0,-1.6532803274847203,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/08,-1.6474122550625832,0.0,-0.05440883198630601,0.0,-1.436568459466462,0.0,-1.650953128604049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/09,-1.6260139176482122,0.0,-0.1489194424141825,0.0,-1.4618719651412322,0.0,-1.6508013547640052,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/10,-1.6284859277466233,0.0,-0.05329828938043029,0.0,-1.4650001368298673,0.0,-1.6502954419638594,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/11,-1.6386057190869936,0.0,0.03963237383496324,0.0,-1.457216031016978,0.0,-1.650093076843801,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/12,-1.6219969012382942,0.0,0.06680059655396396,0.0,-1.452176326054779,0.0,-1.65206613676437,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/15,-1.6389919706648703,0.0,-0.1723553260660133,0.0,-1.4715147632629335,0.0,-1.6571758560458443,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/16,-1.6406914776075279,0.0,-0.2029009721740175,0.0,-1.4635134508794236,0.0,-1.657479403725932,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/17,-1.6550600363045425,0.0,0.004152254911160784,0.0,-1.4252238958869492,0.0,-1.6508519460440199,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/18,-1.6392237216115964,0.0,-0.08883565276845315,0.0,-1.4369102230426052,0.0,-1.6551016135652459,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/19,-1.6081690947503073,0.0,-0.13145988082696122,0.0,-1.4579199129414588,0.0,-1.6365346137998893,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/23,-1.6086325966437593,0.0,-0.2401442205958082,0.0,-1.4453802470894033,0.0,-1.635927518439714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/24,-1.5961952958361285,0.0,0.5189173749666646,0.0,-1.4322291847987527,0.0,-1.6356239707596265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/25,-1.622846654709623,0.0,-0.16924122721242368,0.0,-1.4345042534684036,0.0,-1.6369899353200206,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/26,-1.6019890695042796,0.0,-0.12558659879794845,0.0,-1.4243082622798673,0.0,-1.6369899353200206,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/29,-1.6501160161077202,0.0,-0.16650494182268868,0.0,-1.4597738141372496,0.0,-1.6269728618771306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/30,-1.646253500328953,0.0,-0.14351556499177698,0.0,-1.4069788243810932,0.0,-1.6713414144499312,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/31,-1.6013710669796768,0.0,-0.15109473205455762,0.0,-1.4074826370629427,0.0,-1.6695201283694057,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/01,-1.6249324132301575,0.0,-0.09466313922608963,0.0,-1.38571529349823,0.0,-1.6523696844444578,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/02,-1.614117369049609,0.0,-0.12722379047465182,0.0,-1.4283821567200012,0.0,-1.6559110740454794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/05,-1.6211471477669654,0.0,-0.17613346070455957,0.0,-1.448867078038239,0.0,-1.6571252647658297,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/06,-1.6138083677873076,0.0,-0.20697677802650982,0.0,-1.3979772135165618,0.0,-1.6578841339660486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/07,-1.607473841910129,0.0,-0.17189737035225014,0.0,-1.3940193141302868,0.0,-1.6573782211659027,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/08,-1.6097913513773896,0.0,-0.22005141365444864,0.0,-1.4114571815395682,0.0,-1.6578841339660486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/09,-1.6155851250455404,0.0,-0.21829973304930447,0.0,-1.430741126549436,0.0,-1.6578841339660486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/12,-1.6120316105290746,0.0,-0.2798947765504523,0.0,-1.4151976163033695,0.0,-1.6604136979667785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/13,-1.6194476408243077,0.0,-0.24597170705344468,0.0,-1.3817745060822477,0.0,-1.6601101502866908,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/14,-1.6103321035864169,0.0,-0.22850069657337932,0.0,-1.3878302596382928,0.0,-1.660363106686764,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/15,-1.6223059025005957,0.0,-0.17736994113172014,0.0,-1.3868083474500237,0.0,-1.6594018723664865,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/16,-1.6264774195416642,0.0,-0.25645889289862156,0.0,-1.391271713734942,0.0,-1.6604136979667785,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/19,-1.6288721793245,0.0,-0.33195289231248193,0.0,-1.4049648236389727,0.0,-1.6589971421263698,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/20,-1.6184433867218282,0.0,-0.28192123058385443,0.0,-1.4000582585167682,0.0,-1.6587947770063114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/21,-1.6342797014147743,0.0,-0.3085513553391834,0.0,-1.3932840304276846,0.0,-1.6587947770063114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/22,-1.6267091704883903,0.0,-0.26730099442196487,0.0,-1.3776060453334809,0.0,-1.6596548287665596,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/23,-1.6162803778857187,0.0,-0.2959804709963841,0.0,-1.3882562928066344,0.0,-1.6596548287665596,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/26,-1.6288721793245,0.0,-0.33685301844974797,0.0,-1.4001678350901379,0.0,-1.6581876816461363,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/27,-1.6200656433489105,0.0,-0.3164052958302219,0.0,-1.4074939406290934,0.0,-1.6519649542043409,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/28,-1.6128813640004034,0.0,-0.2674383811360938,0.0,-1.3373820814418833,0.0,-1.663853905007771,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/30,-1.6215333993448422,0.0,-0.3199659015047307,0.0,-1.3662840635285725,0.0,-1.6621338014872746,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/07,-1.6233101566030752,0.0,-0.2620230548208442,0.0,-1.2527476635876647,0.0,-1.6651692782881504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/10,-1.6249324132301575,0.0,-0.38148080275597,0.0,-1.337495897225467,0.0,-1.6651692782881504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/11,-1.623928159127678,0.0,-0.4014476718760447,0.0,-1.3179353713442883,0.0,-1.6651692782881504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/12,-1.6264774195416642,0.0,-0.40135608073329204,0.0,-1.3223093592069646,0.0,-1.664461000367946,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/13,-1.636906212144336,0.0,-0.36703229998674164,0.0,-1.3574105269312398,0.0,-1.6650680957281212,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/14,-1.6361337089885826,0.0,-0.461668848235903,0.0,-1.335745421124185,0.0,-1.6635503573276833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/17,-1.6277906749064452,0.0,-0.44011058301050127,0.0,-1.2974340092889018,0.0,-1.6590477334063845,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/18,-1.6395327228738978,0.0,-0.41769365082179355,0.0,-1.3384681038535828,0.0,-1.6589465508463552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/19,-1.6364427102508838,0.0,-0.3451305679760175,0.0,-1.3016501320658045,0.0,-1.6589465508463552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/20,-1.6301081843737055,0.0,-0.42697870291834206,0.0,-1.332863259366209,0.0,-1.6601607415667055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/21,-1.6222286521850202,0.0,-0.28385609347450386,0.0,-1.265938277918438,0.0,-1.6601607415667055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/24,-1.6559870400914465,0.0,-0.396455954596026,0.0,-1.3216317642640454,0.0,-1.659958376446647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/25,-1.6406142272919526,0.0,-0.379752019936514,0.0,-1.3129459134036454,0.0,-1.6605148805268075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/26,-1.6494980135831174,0.0,-0.2634770642120423,0.0,-1.2538612871062593,0.0,-1.6598066026066032,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/27,-1.6558325394602957,0.0,-0.2957285953538143,0.0,-1.2847258102189654,0.0,-1.6448821750022975,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/28,-1.6408459782386786,0.0,-0.37961463322238503,0.0,-1.2991088195152658,0.0,-1.661476114847085,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/31,-5.172807656659078,0.0,-0.5232295450585186,0.0,-1.384935771056528,0.0,-1.6606160630868367,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/01,-1.639609973189473,0.0,-0.5427384584648302,0.0,-1.4093561636242449,0.0,-1.6597054200465742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/02,-1.6338934498368975,0.0,-0.5473409133881502,0.0,-1.3123755233436525,0.0,-1.6584406380462091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/03,-1.6441677418084186,0.0,-0.4712286737607094,0.0,-1.361597601720914,0.0,-1.6597054200465742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/04,-1.62106989745139,0.0,-0.49262665448629406,0.0,-1.3938463000582602,0.0,-1.6561640304455525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/07,-1.6426999858124869,0.0,-0.5089985712533278,0.0,-1.3628623765022096,0.0,-1.6567711258057276,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/08,-1.6382967178246923,0.0,-0.4689846907632698,0.0,-1.3809067164820652,0.0,-1.6621338014872746,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/09,-1.6340479504680483,0.0,-0.4503229954274202,0.0,-1.3527536799299094,0.0,-1.6610713846069682,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/10,-1.6503477670544462,0.0,-0.47033566011887123,0.0,-1.3968882197794767,0.0,-1.6624373491673623,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/11,-1.6342797014147743,0.0,-0.4743771192928313,0.0,-1.3899404137825253,0.0,-1.6622349840473039,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/14,-1.632425693840966,0.0,-0.5275114309822044,0.0,-1.46153497477856,0.0,-1.6575805862859612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/15,-1.644940244964172,0.0,-0.5408150444670248,0.0,-1.4347064631989506,0.0,-1.6686600766091575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/16,-1.6406914776075279,0.0,-0.5014651997619235,0.0,-1.411598319495385,0.0,-1.6647139567680191,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/17,-1.6319621919475138,0.0,-0.4899247157750913,0.0,-1.433163483162135,0.0,-1.6691659894093036,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/18,-1.6467942525379804,0.0,-0.5024269067608261,0.0,-1.4256888173204156,0.0,-1.6689130330092306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/21,-1.6429317367592131,0.0,-0.48414302488883115,0.0,-1.3930117484317561,0.0,-1.6677494335688947,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/22,-1.6416957317100074,0.0,-0.4922946365938157,0.0,-1.41631060587955,0.0,-1.6677494335688947,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/23,-1.6292584309023768,0.0,-0.5342548288673672,0.0,-1.4266478051304758,0.0,-1.6677494335688947,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/24,-1.638682969402569,0.0,-0.525439181377426,0.0,-1.4432422755520402,0.0,-1.6640056788478148,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/25,-1.626631920172815,0.0,-0.542417889465196,0.0,-1.3897895563707785,0.0,-1.666332877728486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
